epoch,osr_loss,domain_loss,alpha
1,3.2420358657836914,1.3802817767741633,0.0
2,3.0184297024034987,1.3423699537913005,0.049958374957880025
3,2.892013600059584,1.3592268625895183,0.0996679946249559
4,2.7862932085990906,1.365883315895118,0.14888503362331806
5,2.69234846386255,1.395756044808556,0.197375320224904
6,2.608982668203466,1.4057609801198923,0.2449186624037092
7,2.5227304510041777,1.3938486207933987,0.2913126124515908
8,2.441423700720656,1.3920219312695896,0.3363755443363323
9,2.350974574392917,1.397975450637294,0.379948962255225
10,2.2792277073158935,1.3933194279670715,0.4218990052500078
11,2.205363332056532,1.3899428073097677,0.4621171572600098
12,2.128631865861369,1.385847733885634,0.5005202111902354
13,2.057784349310632,1.386865036160338,0.5370495669980351
14,1.9974776915475434,1.3906318171351564,0.5716699660851172
15,1.9211377332023545,1.3840350976177291,0.6043677771171636
16,1.8607208021715576,1.382652425882863,0.6351489523872873
17,1.8006849119476243,1.3850556822384106,0.6640367702678489
18,1.7291515177371455,1.3825048097208434,0.6910694698329305
19,1.660522200313269,1.38607354257621,0.7162978701990246
20,1.6060810626721849,1.381710082876916,0.7397830512740042
21,1.5531908910648495,1.3827177747791888,0.7615941559557646
22,1.4949328794198877,1.380207021446789,0.7818063576087741
23,1.4493101595663558,1.3834898016032051,0.8004990217606296
24,1.3943938653843075,1.3817311688965441,0.8177540779702877
25,1.3325519386459799,1.37867382051898,0.8336546070121553
26,1.2898192245001887,1.3800884006070155,0.8482836399575131
27,1.245797812354331,1.3828079642034043,0.8617231593133066
28,1.2146170694454044,1.3783841916159087,0.874053287886007
29,1.167408869839182,1.3807532261399662,0.8853516482022625
30,1.1252428027344685,1.3769120772679646,0.8956928738431646
31,1.0780136585235596,1.3809655431438894,0.9051482536448667
32,1.047914183899468,1.3802225870244644,0.9137854901178277
33,1.0122406570350422,1.3782211244106293,0.9216685544064713
34,0.981219481603772,1.3786000147754072,0.9288576214547277
35,0.9505060829368293,1.3730052300527984,0.9354090706030991
36,0.9106612355977881,1.3836359790727204,0.9413755384972873
37,0.9023270200864941,1.381013162580191,0.9468060128462681
38,0.8695345851136189,1.3811496992905934,0.9517459571646616
39,0.8487715407037267,1.3718460769045586,0.9562374581277389
40,0.8019114564739022,1.3787362622279746,0.9603193885318451
41,0.7777438076103435,1.3833798859633653,0.9640275800758169
42,0.7526997691568207,1.3802711963653564,0.9673950012571182
43,0.7362439616345892,1.3821328837497562,0.9704519366134539
44,0.6987874782552906,1.3823502724077188,0.9732261643446702
45,0.6963750920167157,1.3831473659066593,0.9757431300314514
46,0.6720040823314705,1.3828766287541856,0.9780261147388136
47,0.6329326172377548,1.380307282302894,0.9800963962661915
48,0.6245530915318751,1.3799105444375206,0.9819734026943041
49,0.6002639315876306,1.3762814694759893,0.9836748576936802
50,0.5743535951364274,1.3767449861648036,0.9852169173114362
51,0.5714291532834371,1.3787596044587154,0.9866142981514305
52,0.5459334730517631,1.3788450091492896,0.9878803970168315
53,0.5164027341878882,1.3777847313413434,0.989027402201099
54,0.5370480041293537,1.3778630664535598,0.9900663966998859
55,0.5167451828133827,1.3770587105377048,0.9910074536781177
56,0.5022041838543088,1.3786386800747292,0.9918597245682079
57,0.5295713782018306,1.3785797842577392,0.9926315202011282
58,0.492322087141813,1.378025549883936,0.9933303853851734
59,0.45808235775021944,1.3769793492906235,0.9939631673505833
60,0.43303171209260527,1.3769532710898156,0.9945360784739781
61,0.4601913293933167,1.3801594131133135,0.9950547536867307
62,0.4331291888420488,1.3800358065203124,0.9955243029574472
63,0.3903087198588194,1.3760297076374877,0.9959493592219002
64,0.39409156253232674,1.3800665572577833,0.9963341221150144
65,0.41366637205960705,1.3779855989942364,0.9966823978396511
66,0.4010852774714722,1.3791181328249913,0.996997635486526
67,0.3678683782471161,1.384115749130062,0.9972829600991422
68,0.3884943631642005,1.3823433711248285,0.9975412027574453
69,0.40783010364747513,1.3807259564306222,0.9977749279342796
70,0.34963131089713056,1.3842630491537207,0.9979864583598288
71,0.35822682615880874,1.3800139082413094,0.9981778976111988
72,0.33760685386026607,1.38264993242189,0.9983511506272034
73,0.3474545139527204,1.3799591420912276,0.9985079423323266
74,0.32553728063609083,1.3786417374423905,0.9986498345387345
75,0.3204765219752695,1.3815717773110259,0.9987782412811312
76,0.2988124350268467,1.3771006967507156,0.9988944427261528
77,0.2856150703760339,1.3801464461812787,0.998999597785841
78,0.3384947630704618,1.3815116023316103,0.999094755553519
79,0.3043984664859725,1.382144207463545,0.9991808656700278
80,0.2954385254312964,1.3785154614962785,0.9992587877187471
81,0.326579488886922,1.3848593930403392,0.9993292997390673
82,0.28509146479122777,1.3811341161821402,0.9993931059399423
83,0.2799805128837333,1.3833425150198095,0.9994508436877971
84,0.2518919718397014,1.3790450131191927,0.9995030898363211
85,0.26567463112958506,1.3804624963040446,0.9995503664595333
86,0.2637319674386698,1.3820507473805372,0.9995931460438896
87,0.26127543103168993,1.3794350472151065,0.9996318561900732
88,0.2883296571306738,1.3831861276252597,0.9996668838704454
89,0.2651559145135038,1.3837058105889488,0.9996985792838806
90,0.2416598378662385,1.3814897373610853,0.9997272593458408
91,0.2725488331680204,1.3819733928231632,0.9997532108480274
92,0.20881262363172046,1.380635569492976,0.9997766933187409
93,0.2015643631491591,1.380848819134282,0.9997979416121845
94,0.22080705658185715,1.3812752108947903,0.9998171682522956
95,0.25399965420365334,1.382688190422806,0.9998345655542968
96,0.2521988842636347,1.3814664301919002,0.999850307544979
97,0.23946688422823653,1.383391069430931,0.9998645517007607
98,0.23998484504865666,1.3829230695378547,0.9998774405207667
99,0.23361355427871733,1.3839951975672853,0.9998891029505543
100,0.22826445716268876,1.381849311730441,0.9998996556706323
